,V_2,V_5,V_9,V_12,V_15,V_19,V_28,V_31,V_39,V_8_no,V_10_no,V_14_no
43,-0.7123191364779888,1.3585778980806238,-5.128042569673935,1.054463930632832,1.6711360607672916,1.4676298428713825,-0.7182737467082932,-1.392617547591419,-0.003300752712744759,1,0,0
51,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.7649805073306248,-0.09951229971554551,-0.7188344513050046,1,1,0
52,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,-0.7579822765000025,0.6089767009762964,-1.392617547591419,-0.003300752712744759,0,1,1
53,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,1.6711360607672916,-1.0361837914214256,1.1499966781849709,0.7625578655350369,-0.7188344513050046,1,0,1
54,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.7143815166564323,1.1935929481603282,-0.003300752712744759,1,0,0
55,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.35482378318568997,1.239517969377773,-1.392617547591419,1.427766644471775,0,1,1
56,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-0.7579822765000025,-0.34851189178150144,-0.5305473823408368,-1.4343681498972645,1,1,1
59,1.2406226724909457,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.7458313577928055,-0.5781534648412985,-0.09951229971554551,-0.003300752712744759,1,1,0
60,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,1.6711360607672916,1.1894283279499593,-0.4497098731298866,0.7625578655350369,-0.003300752712744759,1,1,0
64,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.6443213757229349,-1.392617547591419,1.427766644471775,1,0,1
67,1.2406226724909457,-1.9260608942500133,0.19541390012712942,1.5225286837275425,-0.34949428419757467,0.9112268130285363,0.18861585537531197,0.7625578655350369,-1.4343681498972645,1,0,0
68,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.0021034171658753935,-0.5305473823408368,-0.7188344513050046,1,1,1
71,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-0.2015792466571563,-0.19282268970706276,-1.392617547591419,-0.003300752712744759,1,0,0
72,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-0.7579822765000025,-0.3212662814184747,-1.392617547591419,1.427766644471775,1,1,0
75,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.7104892866045713,1.1935929481603282,-0.7188344513050046,1,1,1
82,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,-0.34949428419757467,-1.0361837914214256,-0.9323463995606465,0.7625578655350369,0.712232945879515,1,1,1
84,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,0.14190909475298039,1.1935929481603282,-1.4343681498972645,1,1,0
93,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.4497098731298866,-1.392617547591419,-0.003300752712744759,1,1,0
94,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,0.04071111340459524,0.7625578655350369,0.712232945879515,1,1,1
95,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.6521058358266568,-1.392617547591419,-1.4343681498972645,1,1,0
102,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,0.067956723767622,-0.5305473823408368,0.712232945879515,1,1,0
104,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.40689534255941595,-0.5305473823408368,-0.7188344513050046,1,1,0
107,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,-0.3056973612110308,-0.5305473823408368,0.712232945879515,1,1,1
111,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-0.7579822765000025,-0.27455952079614304,0.7625578655350369,0.712232945879515,1,1,0
115,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.7883338876417907,-1.392617547591419,0.712232945879515,1,1,1
120,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,1.2122723590147462,-0.5305473823408368,-1.4343681498972645,1,0,1
123,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-1.0361837914214256,0.1496935548567023,0.7625578655350369,-1.4343681498972645,1,1,1
125,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.7688727373824858,0.7625578655350369,-1.4343681498972645,1,1,1
129,1.2406226724909457,1.3585778980806238,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.28623621095172597,0.7625578655350369,0.712232945879515,1,1,1
132,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.5898301549968814,-0.5305473823408368,-0.7188344513050046,1,1,1
133,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,0.633025298107113,-0.6949203663971275,-1.392617547591419,-0.003300752712744759,1,1,0
134,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,0.39101181807208224,1.1935929481603282,0.712232945879515,0,1,0
139,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.26288283064056017,-1.8236526302167104,-1.4343681498972645,1,1,0
141,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,0.9112268130285363,-0.8311484182122613,0.7625578655350369,0.712232945879515,1,1,0
142,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,1.6711360607672916,0.9112268130285363,0.6634679217023499,0.7625578655350369,-0.003300752712744759,1,1,0
147,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,-0.7579822765000025,-0.9595920099236732,0.7625578655350369,-0.003300752712744759,1,1,0
152,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,1.6711360607672916,0.9112268130285363,-0.4341409529224427,1.1935929481603282,1.427766644471775,1,1,0
153,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,-0.34949428419757467,-1.0361837914214256,0.036818883352734276,-1.8236526302167104,-0.7188344513050046,0,1,1
156,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.633025298107113,-0.4574943332336085,0.7625578655350369,-0.7188344513050046,1,1,1
157,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.07662226826426684,-0.09940916846239956,0.7625578655350369,-0.7188344513050046,1,1,1
158,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,-0.165577079344036,0.7625578655350369,-1.4343681498972645,1,0,1
161,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,1.1894283279499593,-0.00599564721773636,-0.961582464966128,0.712232945879515,0,1,0
163,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,0.32095167713858486,1.1935929481603282,1.427766644471775,1,1,0
164,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.7416271270194591,0.7625578655350369,-0.003300752712744759,1,1,1
165,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,1.6711360607672916,0.35482378318568997,0.10298679423437071,-1.392617547591419,-0.003300752712744759,1,0,1
166,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.8000105777973736,0.7625578655350369,-0.7188344513050046,1,1,1
167,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.3679730420408063,-1.8236526302167104,0.712232945879515,1,1,1
168,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,0.05628003361203911,0.7625578655350369,0.712232945879515,1,1,1
172,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.86617848867901,-1.392617547591419,-0.003300752712744759,1,1,0
173,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,1.6711360607672916,1.4676298428713825,0.09520233413064877,0.7625578655350369,-1.4343681498972645,1,1,0
178,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,0.9112268130285363,1.6287409745638697,-1.392617547591419,-0.003300752712744759,1,1,0
179,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.37964973219638914,0.7625578655350369,-1.4343681498972645,1,0,1
185,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.6832436762415446,-1.8236526302167104,0.712232945879515,1,1,1
186,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,1.4676298428713825,-0.18503822960334082,-1.392617547591419,-1.4343681498972645,1,0,1
189,-0.7123191364779888,1.3585778980806238,-5.133392777181273,1.054463930632832,7.73302709566189,1.1894283279499593,-0.07994801820309473,-0.09951229971554551,-0.7188344513050046,1,0,1
193,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,0.35208951755347256,-1.392617547591419,0.712232945879515,1,1,1
201,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,1.6711360607672916,-0.2015792466571563,-0.4964166337522182,1.1935929481603282,-0.7188344513050046,1,1,0
203,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.3407274316777795,0.7625578655350369,-1.4343681498972645,1,1,0
206,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.9673764700273951,0.7625578655350369,-1.4343681498972645,1,0,0
207,1.2406226724909457,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,0.35482378318568997,-0.8934240990420368,1.1935929481603282,-1.4343681498972645,1,1,1
210,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,0.35482378318568997,-0.6482136057747959,0.7625578655350369,-0.003300752712744759,1,1,1
212,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,-0.523662244115245,-1.392617547591419,-0.7188344513050046,1,1,1
213,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.11497808866984342,0.7625578655350369,1.427766644471775,1,1,0
215,-0.7123191364779888,-0.2837414980846948,-5.138742984688611,-0.3497303286512993,1.6711360607672916,-0.7579822765000025,-0.26288283064056017,1.6246280307856193,1.427766644471775,1,1,1
217,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,-0.7104892866045713,-1.392617547591419,1.427766644471775,1,1,0
220,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,0.18472362532345102,-1.8236526302167104,-0.003300752712744759,0,1,0
221,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.282343980899865,-1.392617547591419,-0.7188344513050046,1,1,0
223,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,1.6711360607672916,0.07662226826426684,0.06406449371576105,0.7625578655350369,-0.003300752712744759,1,1,0
224,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,0.633025298107113,0.6673601517542109,-1.392617547591419,-0.003300752712744759,0,1,0
226,1.2406226724909457,3.0008972942459424,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,0.42214965848697,0.7625578655350369,-0.7188344513050046,1,1,0
230,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.7458313577928055,-0.7221659767601543,-1.392617547591419,-0.003300752712744759,1,1,1
231,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.35482378318568997,1.3952071714522116,-1.8236526302167104,-0.003300752712744759,0,1,0
234,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,-0.7377348969675981,0.7625578655350369,-0.7188344513050046,1,1,1
235,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,1.7458313577928055,-0.511985553959662,-1.392617547591419,-1.4343681498972645,1,1,1
236,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,1.7458313577928055,-0.5003088638040791,0.7625578655350369,-1.4343681498972645,1,0,0
237,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-0.7579822765000025,0.09520233413064877,-0.5305473823408368,0.712232945879515,1,0,0
240,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.2356372202775334,0.7625578655350369,1.427766644471775,1,1,1
247,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-0.4797807615785794,-0.5353389342708278,-0.5305473823408368,-0.7188344513050046,1,1,1
254,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.5586923145819936,0.7625578655350369,-0.003300752712744759,1,1,0
256,1.2406226724909457,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.13833146898100923,0.7625578655350369,-0.7188344513050046,1,1,0
260,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.4263564928187208,0.7625578655350369,-0.003300752712744759,1,0,0
263,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,1.6711360607672916,1.4676298428713825,3.4035978782124707,1.1935929481603282,0.712232945879515,0,1,0
264,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.5225286837275425,-0.34949428419757467,2.0240328727142285,-0.35629635188522335,-1.392617547591419,-0.7188344513050046,1,1,0
266,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.7027048265008494,-1.392617547591419,1.427766644471775,1,1,0
267,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,1.6711360607672916,1.1894283279499593,-0.37186527209266723,-1.392617547591419,-0.7188344513050046,0,1,0
268,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.07662226826426684,-0.35629635188522335,-0.5305473823408368,-0.003300752712744759,1,1,0
270,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,1.6711360607672916,0.633025298107113,-0.46138656328546945,1.1935929481603282,0.712232945879515,1,1,0
272,-0.7123191364779888,-0.2837414980846948,-5.122692362166598,-0.3497303286512993,5.712396750697024,-0.7579822765000025,0.7452047527914302,1.1935929481603282,-0.7188344513050046,0,0,0
273,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,1.4676298428713825,-0.8389328783159833,-0.09951229971554551,-0.7188344513050046,1,1,1
275,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.395218652403833,0.7625578655350369,-0.7188344513050046,1,1,0
278,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-0.2015792466571563,0.11855571444181458,0.7625578655350369,-1.4343681498972645,0,1,1
285,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,-0.7579822765000025,1.5236507631636236,0.7625578655350369,-0.003300752712744759,1,1,0
286,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,0.7452047527914302,-0.5305473823408368,-0.003300752712744759,0,1,1
287,1.2406226724909457,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,-1.0361837914214256,1.480836232593153,-0.09951229971554551,-0.003300752712744759,1,1,1
288,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.054463930632832,-0.34949428419757467,-0.4797807615785794,-0.6404291456710739,1.1935929481603282,-0.7188344513050046,1,1,1
297,1.2406226724909457,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.3640808119889453,-0.09951229971554551,-0.7188344513050046,1,1,1
301,-0.7123191364779888,1.3585778980806238,-5.111991947151922,1.054463930632832,1.6711360607672916,1.1894283279499593,-0.2979129011073089,1.1935929481603282,-1.4343681498972645,0,1,1
304,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,0.9112268130285363,0.6946057621172377,-1.392617547591419,0.712232945879515,1,1,0
310,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,3.831743183917177,-0.5305473823408368,-1.4343681498972645,1,1,0
311,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,1.6711360607672916,1.4676298428713825,-0.3212662814184747,0.7625578655350369,0.712232945879515,1,1,0
313,-3.925226741746748,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-1.0361837914214256,-0.7727649674343469,-1.392617547591419,-0.003300752712744759,1,0,1
315,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,-0.2015792466571563,-0.5898301549968814,-1.392617547591419,0.712232945879515,1,1,0
316,1.2406226724909457,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,-1.0361837914214256,-0.6521058358266568,1.1935929481603282,-0.003300752712744759,0,1,0
321,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-1.0361837914214256,-0.8506095684715661,-1.8236526302167104,-0.7188344513050046,1,1,0
323,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.5225286837275425,-0.34949428419757467,0.35482378318568997,-0.519770014063384,0.7625578655350369,0.712232945879515,1,1,1
325,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.9112268130285363,-0.5275544741671059,0.7625578655350369,-0.003300752712744759,1,1,1
327,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,0.37544289786463836,-1.8236526302167104,-0.7188344513050046,1,1,1
331,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,0.35482378318568997,0.5116709496797722,-0.09951229971554551,-0.7188344513050046,1,1,1
332,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,-0.2015792466571563,-0.5703690047375766,-1.392617547591419,-0.003300752712744759,1,1,0
338,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,0.3404128273978897,-1.8236526302167104,-0.7188344513050046,1,1,1
339,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,1.5225286837275425,-0.34949428419757467,-1.0361837914214256,-0.11497808866984342,-1.392617547591419,0.712232945879515,1,1,1
340,-0.7123191364779888,1.3585778980806238,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.2239605301219505,-0.09951229971554551,-1.4343681498972645,1,0,0
343,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.1894283279499593,-0.7649805073306248,0.33152278290974574,-1.4343681498972645,1,1,1
344,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.753303817175042,-1.392617547591419,0.712232945879515,1,1,0
345,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,-0.3173740513666137,-1.392617547591419,-0.7188344513050046,1,1,1
348,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,-0.7579822765000025,0.07574118387134395,1.1935929481603282,1.427766644471775,1,1,1
349,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,1.4676298428713825,-0.021564567425180228,-1.392617547591419,-0.003300752712744759,1,1,0
350,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,-0.43024872287058175,0.7625578655350369,1.427766644471775,1,1,0
354,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,1.054463930632832,1.6711360607672916,0.633025298107113,-0.6715669860859617,1.1935929481603282,-0.7188344513050046,1,1,1
359,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.4797807615785794,-0.508093323907801,1.1935929481603282,-0.7188344513050046,1,1,0
360,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,-0.7579822765000025,0.772450363154457,0.7625578655350369,-1.4343681498972645,1,0,0
362,-0.7123191364779888,1.3585778980806238,0.19541390012712942,0.5863991775381215,-0.34949428419757467,1.4676298428713825,0.9670618657475053,-0.5305473823408368,-0.003300752712744759,1,1,0
365,1.2406226724909457,-0.2837414980846948,0.19541390012712942,-1.2858598348407202,-0.34949428419757467,-0.7579822765000025,-0.40300311250755494,1.6246280307856193,0.712232945879515,0,1,0
367,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-1.7539245879354308,-0.34949428419757467,0.35482378318568997,2.095808580787186,0.33152278290974574,1.427766644471775,0,0,0
370,1.2406226724909457,1.3585778980806238,0.19541390012712942,0.5863991775381215,-0.34949428419757467,-1.0361837914214256,0.885325034658425,0.7625578655350369,0.712232945879515,1,1,1
374,-0.7123191364779888,1.3585778980806238,0.19541390012712942,1.054463930632832,-0.34949428419757467,-1.0361837914214256,0.3248439071904458,-0.5305473823408368,1.427766644471775,1,1,1
376,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-1.0361837914214256,-0.07605578815123376,-0.5305473823408368,-0.7188344513050046,1,1,0
379,-0.7123191364779888,-1.9260608942500133,0.19541390012712942,-0.8177950817460098,1.6711360607672916,-0.2015792466571563,-0.7727649674343469,1.1935929481603282,0.712232945879515,1,1,0
382,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.8177950817460098,-0.34949428419757467,0.35482378318568997,-0.7883338876417907,-0.5305473823408368,-0.003300752712744759,1,1,0
384,1.2406226724909457,-0.2837414980846948,0.19541390012712942,1.054463930632832,-0.34949428419757467,0.35482378318568997,-0.2122838399663676,0.7625578655350369,1.427766644471775,1,1,1
385,-0.7123191364779888,-0.2837414980846948,0.19541390012712942,-0.3497303286512993,-0.34949428419757467,-0.4797807615785794,-0.4574943332336085,-0.09951229971554551,1.427766644471775,0,1,1
