,cf_T01_stacked
331,2.819917009444191
332,0.05627892506160652
333,6.586183882259921
334,1.5489522645008753
335,1.9646818279382265
336,-0.6594219194700377
337,0.4645712542123968
338,2.4299434543539395
339,1.1112071430619443
340,0.7551663327940932
341,2.1943997610785644
342,-0.5053698877282674
343,-0.4728673106424893
344,-0.43375003536143086
345,0.7217906190031942
346,4.787692280458614
347,3.053123751634674
348,1.597664927710215
349,1.2876753994816967
350,0.4004607946118935
351,-0.3222806158544487
352,0.974713306972225
353,4.352322338274614
354,-0.18200512275549027
355,0.35334253325094395
356,1.0726153361178892
357,-0.5896466301678664
358,3.342438210329542
359,0.24600282081953062
360,3.5053610999718012
361,-0.5408438182352945
362,4.132964107575348
363,0.3404306591186561
364,0.19909605042373857
365,0.6497755853902607
366,0.7338912366245722
367,6.2032421736996195
368,0.8145428883065032
369,0.38607754620460455
370,3.8613968725518997
371,-0.5311488600120507
372,6.638283745696332
373,-0.6400796261486368
374,2.2232927138169805
375,2.6341052439583006
376,1.0458038900086035
377,1.3794571663203516
378,-0.4877399368384476
379,-0.4356678871334168
380,-0.05628210255630552
381,8.86586445281483
382,-0.7416877295516046
383,0.927496436586396
384,0.9795753796487591
385,0.24581263137316162
386,-0.7365556813640721
387,0.8276505360810584
388,-0.4991560681165005
389,2.234768835288742
390,3.5153047727707936
391,4.847160335562393
392,1.1589323457476124
393,-0.829828274824199
394,-0.6505621924112959
395,0.12826469031760546
396,0.05324248742683961
397,1.0458038900086035
398,1.0333742171154259
399,4.782869088394699
400,4.857275122415889
401,-0.7078841695058352
402,-0.06903933255537706
403,3.3893070094593725
404,0.27976265233221026
405,6.6955110658810195
406,0.07933232558180334
407,5.176061440564771
408,1.6988268943230542
409,-0.6008155128643096
410,0.1563228545892201
411,0.12687966125707198
412,0.46157106972702927
413,4.955991820364267
414,-0.031929286506949095
415,3.086519092210829
416,-0.6855441498426702
417,-0.3021740398258312
418,-0.7234103862487621
419,-0.6768534870958435
420,1.0582243866987784
421,0.7157243620907108
422,1.1556392764395795
423,-0.06460325128110406
424,-0.7476168297133373
425,-0.2737403458510482
426,0.1858303774424639
427,0.9494698659696821
428,2.109909965486512
429,2.306139699783046
430,-0.7272354548815441
431,3.0391424195477423
432,-0.40865524063783015
433,2.153994087758725
434,2.149258426216896
435,6.679882381625351
436,0.4245294903214919
437,3.3040756341741417
438,0.9669394089461442
439,0.6984107837170638
440,-0.22184037631075956
441,3.5861475974651578
442,0.7002148524365004
443,-0.2129598385127868
444,0.32626557799031675
445,0.20756351454296346
446,0.2799280871379287
447,-0.21612635909485478
448,0.056538552565394584
449,-0.6939238988507153
450,0.2193298346151476
451,1.0783552089333903
452,5.8638945568801715
453,2.7747889001236308
454,1.8742604180339448
455,0.7127142990034688
456,1.9097588768209344
457,-0.06678767809140869
458,0.7880547829452768
459,4.389035726714402
460,6.7294078911700685
461,1.5870525865130174
462,-0.04693142387038339
463,0.26101618213194294
464,-0.1346026277894895
465,0.9160965292021134
466,1.458445795328711
467,4.3392490605744705
468,0.9462404228980916
469,4.574504039809487
470,4.7018465927833475
471,0.34472680741465433
472,5.727831508334655
473,6.420010308396104
474,0.8670166156383126
475,1.6494676584437105
476,0.3275888762463269
477,2.027119522361251
478,-0.807256202090176
479,0.038108176523660206
480,2.2590460455348214
481,-0.7964941335440952
482,3.973038879270062
483,1.4316365520829908
484,-0.2932972590249615
485,-0.11979376164073154
486,0.053502114930627676
487,1.0086000456662378
488,0.05493210763697603
489,2.331823514064511
490,4.454614893166397
491,0.12826469031760546
492,1.1604251435734512
493,1.0744584992024695
494,-0.04933525746291298
495,0.05855700087239228
496,0.061170348193905585
497,6.584935639942306
498,0.08050506952105266
499,2.3936587070860043
500,3.2138728279631925
501,-0.8204928078621746
502,1.6071497706821358
503,0.6971059178848946
504,1.3933543553099534
505,-0.7310721580862651
506,0.8818131197309451
507,-0.5128047258330521
508,-0.7500131927009377
509,-0.09283117394454002
510,-0.692750244463812
511,4.319853781127874
512,1.4167314695009092
513,-0.820991546025871
514,6.491396464917028
515,3.5301358393913653
516,-0.3903921633213395
517,0.6415276593805614
518,-0.6307803132246934
519,1.6488656287801313
520,3.37145444610188
521,8.582345105386644
522,2.224764901521615
523,-0.32145141884943756
524,0.6450090587963658
525,0.024657415491456152
526,1.2051176071561884
527,5.765646732708038
528,1.5438761029694446
529,2.399410254916892
530,0.42738215470116364
531,-0.09813436173237358
532,4.949647126105689
533,-0.02892663139238764
534,-0.4775429625757988
535,-0.7385637870418844
536,1.9335088435231507
537,-0.15394794747205356
538,0.963462556003374
539,-0.8246578399635667
540,3.6824210349875752
541,0.3930192904173075
542,2.6069322881691854
543,1.6140166999392087
544,6.701925496446257
545,0.72235015047336
546,0.3835869642614938
547,1.0457742231529972
548,0.2816627652916546
549,1.040329442275738
550,1.5380840367360484
551,3.025849549485439
552,0.9400770807637048
553,0.5968243318553661
554,-0.39053955779124816
555,1.1274940281566477
556,-0.7451595314769986
557,1.3092272865227437
558,3.3862501977171853
559,-0.4783385487896158
560,0.015702974053012294
561,4.304648104160356
562,0.05638432863027082
563,1.0289441834232973
564,3.9063038443964997
565,2.726087071098103
566,0.13305756688926473
567,1.0137978694792924
568,0.23517068329521124
569,0.256410314235276
570,3.350853253026754
571,-0.8336523029579522
572,6.583406859581658
573,-0.6221721414579898
574,1.347762414140223
575,4.534076415006601
576,-0.48013672147241965
577,-0.15790721676265107
578,1.01820569909458
579,1.321131908096024
580,0.45217953393567706
581,1.2019136399711952
582,6.6615345678605395
583,-0.3819499472193959
584,4.183262043439591
585,-0.07702056894621301
586,5.224413619536708
587,-0.7305743707647525
588,0.16803897399589904
589,0.19354280305543103
590,3.9977920698634506
591,2.632456368331617
592,-0.0788335958098437
593,0.20738279746865967
594,0.2816627652916546
595,1.8724493266575275
596,3.0035186093294097
597,0.3020545068187581
598,-0.24721928105580945
599,4.309833919495331
600,3.302909154062668
601,1.086398117184124
602,0.8511545423539278
603,6.157891076553964
604,4.024832287465893
605,0.95902661191667
606,-0.8185612139760412
607,1.8674564736977575
608,0.8335306510660097
609,1.6009181393847691
610,-0.038991006150966526
611,-0.23751811751936697
612,0.1851375057555989
613,-0.7216686824740635
614,0.5776459301421707
615,-0.5671387987801659
616,0.4591681709038287
617,0.35508091179280826
618,-0.34696534261133943
619,0.4053839991742583
620,-0.6324843775881595
621,1.4887912941689598
622,5.9909083691026135
623,0.35616672828722523
624,-0.8034017231861578
625,-0.4517400055755557
626,1.3783903982349637
627,2.0398573708970513
628,-0.25889170347841883
629,0.1598208939386147
630,0.6472845788640595
631,2.395419895292055
632,0.4058067581332092
633,-0.35358738259142297
634,0.8225303983838845
635,0.05197165635504046
636,0.9861518826167802
637,0.9322935430502791
638,0.8548684007298224
639,4.337788867506397
640,5.595196545798174
641,0.1598208939386147
642,1.6408032050899695
643,-0.47731207743913834
644,1.88455222677017
645,5.1591040643207196
646,0.556119854834791
647,0.48831589130307046
648,-0.554832523339527
649,3.7795089746172854
650,0.8937596589289225
651,-0.5591141228451613
652,0.7347934706256618
653,2.056911844474081
654,0.4262756478896817
655,-0.6322244069905367
656,1.161591428277366
657,0.8708299928853256
658,6.788188143478009
659,-0.036220629910517804
660,-0.7502875886153249
661,-0.5688735789738133
662,0.05349936616536647
663,0.5645743421624811
664,0.03282615238492525
665,0.5065668459131076
666,2.5454567389227227
667,0.07933232558180334
668,5.079359489500663
669,0.7043150409552716
670,0.8455741323151393
671,0.5689527266174875
672,-0.25870622718991315
673,2.296929848402523
674,1.728315634145993
675,-0.12196921343546988
676,-0.32209666145916693
677,-0.5907797936893668
678,4.484205157510282
679,3.3570518560478657
680,0.08155869186651721
681,0.44211446640581586
682,3.57689499655653
683,-0.03139205420816851
684,0.12799919087504452
685,-0.5840684213758263
686,4.749863427319379
687,1.209492191937282
688,0.22758183616845495
689,6.722201940536505
690,0.23031680090601067
691,0.4003005721574895
692,-0.1978113791630877
693,-0.009420104917153466
694,0.20283938867030385
695,0.05349936616536647
696,0.4262756478896817
697,1.8026218166773422
698,0.3455985625846567
699,-0.3463290686363916
700,6.679752672582062
701,-0.6399923261104982
702,-0.10619776412363129
703,-0.02892663139238764
704,0.12667168739242124
705,2.427870439903447
706,0.39875885137749834
707,-0.2832761381470132
708,1.1878987517439124
709,0.5011306443154875
710,1.2883377386352293
711,6.420010308396104
712,2.8087033842261464
713,-0.7183174906516447
714,-0.6626463813074825
715,-0.6214431684886459
716,1.5877326695511313
717,-0.0033234945253553996
718,0.8511545423539278
719,0.05606898782659381
720,0.12907515552984486
721,0.4209199047830333
722,1.209620401209578
723,-0.5274329366912259
724,2.565341381416552
725,0.5180100582726388
726,1.9097588768209344
727,0.37216835577424445
728,-0.7241147062818549
729,1.1803538828083182
730,0.1278892702241562
731,0.4988722576246213
732,0.5164934640465353
733,0.3695369600562186
734,3.207004334877216
735,3.207004334877216
736,1.1604251435734512
737,1.579579326009898
738,0.8513627825242404
739,0.42345826192785835
740,0.17580307682601984
741,-0.07121454707005688
742,0.05827546700863333
743,-0.15776751183033816
744,2.5578577971678413
745,0.23387287548048438
746,0.24600282081953062
747,-0.7324392480011496
748,1.1185263894566022
749,0.82642336065705
750,1.2151052742207458
751,0.9888649909686378
752,2.687359076618622
753,0.8527596451516098
754,0.28459352944019023
755,3.6122956919906892
756,-0.4533562323706083
757,4.249929734721839
758,0.060075665687049175
759,3.0991261047180956
760,0.5319137252606334
761,0.8181640086485644
762,-0.3692300591705658
763,-0.1654694145531545
764,-0.04179742481261856
765,0.5585641206509999
766,1.4986234504419855
767,6.0940620682070845
768,-0.28848336191733237
769,-0.0028973602640866482
770,0.05963549869301479
771,0.12826469031760546
772,-0.06699935000782961
773,1.285581359149155
774,0.4172790387857904
775,0.23549982251711526
776,-0.6790487879221798
777,0.052707277087406856
778,-0.33791878693057403
779,-0.10217660055792534
780,2.1667918716063785
781,0.24524698503865835
782,5.132790026874973
783,-0.7891667829338975
784,0.42815086305592653
785,-0.7214696767107007
786,2.090003698263724
787,1.5637853767551029
788,0.22543696863274412
789,-0.7021475556806025
790,5.119694614044301
791,0.089805271443125
792,-0.5180461133839553
793,0.4645712542123968
794,0.5541848249803922
795,0.7236224284884648
796,3.585206776997018
797,1.307650746532242
798,4.516705898961727
799,0.7150690541065764
800,0.9481396975289333
801,-0.7119772531386023
802,2.7778465041608555
803,3.1230753781156464
804,5.065916830602424
805,0.3835869642614938
806,1.135756943158084
807,-0.20512749737217698
808,0.3356479275986232
809,2.4707169877118162
810,0.5952000130269953
811,1.8209829406478457
812,1.1364928188850454
813,3.585206776997018
814,0.7347934706256618
815,3.8828667447082825
816,0.4595232500792449
817,-0.701651783605616
818,-0.5593008537857104
819,1.5947576870051723
820,1.1799480847340496
821,0.8320970284571674
822,-0.4896009947168711
823,0.07933232558180334
824,-0.7960724443061826
825,-0.11104360233737581
826,0.12430491396819757
827,-0.6142989860298365
828,1.626418606787544
829,-0.43439208054673595
830,3.661404636863352
831,2.253842375288308
832,0.06841481753602073
833,3.5440163349933176
834,0.6525760221969228
835,-0.6769328818351421
836,2.615478552065949
837,-0.8484472220794768
838,-0.6402435737420646
839,2.5367318471219007
840,0.23549982251711526
841,2.802404834596898
842,0.9861310260122766
843,-0.2644547847749946
844,0.6894107730296076
845,-0.11117789545892068
846,1.6075096636973836
847,4.484956366493058
848,2.0853780546544356
849,3.1968528626544104
850,-0.7397621399597193
851,2.672475443003047
852,0.23387287548048438
853,0.9181228702215443
854,1.3772541774439264
855,-0.7378070907320609
856,6.257945369748473
857,-0.04419503873238049
858,1.533483301749913
859,0.5625129994516795
860,0.40930368979838083
861,-0.33384941867878887
862,-0.731887621971665
863,2.266981078945892
864,3.5031910222477634
865,0.0797436025345839
866,0.6514867842428135
867,0.09631730165438762
868,0.14389253635100482
869,1.166296583204847
870,1.5297900610695494
871,1.9325379135412688
872,3.811027496105523
873,1.0893187917526856
874,0.5009225183374059
875,1.1445239132845348
876,5.3144179775734814
877,0.3757384927411304
878,0.3020545068187581
879,4.446623141361602
880,0.9489995591007065
881,3.0703344909368164
882,2.7504819097064743
883,-0.7305743707647525
884,6.376837770063877
885,1.2423160279484844
886,0.914590132178936
887,-0.19740347826330423
888,0.6389655595700161
889,0.4662127069963277
890,0.37216835577424445
891,-0.6977702883345182
892,-0.8106065152350425
893,1.1454014361573712
894,-0.06889878079715708
895,4.603937520359492
896,1.2154021272897877
897,1.29304087077128
898,0.9142166677674615
899,1.1600418709340168
900,4.398097980750288
901,2.961209049255354
902,-0.015808511273338478
903,0.42684847427942
904,-0.057564297862259195
905,0.4200511060903368
906,-0.3971556663086747
907,2.2383790952220854
908,0.2193298346151476
909,-0.449656017973693
910,-0.30952685215885584
911,2.4286397539558466
912,0.27976265233221026
913,3.1374609607019845
914,0.24567728826824548
915,3.0514235074473346
916,0.5868832486146429
917,0.9872390346594718
918,1.8214574603194096
919,0.08731082173711152
920,2.1704251817671745
921,1.1501571965864517
922,-0.0699333233998884
923,1.88455222677017
924,0.49670270194457955
925,1.1960915572144324
926,5.948269961067722
927,-0.11104360233737581
928,4.874887427544805
929,1.0987654238648321
930,5.830912827520398
931,2.4188821763566897
932,3.035667730689411
933,-0.13909180044815256
934,2.134970910161453
935,0.5472480700207747
936,1.9248846797166739
937,2.810167919302049
938,-0.5488374538751996
939,0.45801399932156095
940,1.5410867394241672
941,0.13046381641446725
942,1.112811955538916
943,4.5774678183876345
944,0.5851242242199766
945,0.8129874515991014
946,-0.6601622519594306
947,1.9541192872365964
948,5.079456127807937
949,1.8405811192623704
950,3.3327975901672664
951,0.375573057935412
952,0.19246903067258492
953,3.350853253026754
954,-0.05936637035006928
955,2.7911221934631785
956,-0.7272354548815441
957,5.9470426225575
958,1.4709695489356855
959,0.3088401168027517
960,0.8613962885163831
961,4.084329761630119
962,3.000697628137542
963,0.2797964620149873
964,-0.16124223413277236
965,1.3757628357507636
966,4.629191530778387
967,-0.20341017293136868
968,-0.8444489830427258
969,-0.4008016292760755
970,-0.10820705104761186
971,-0.7221311961168644
972,0.6555365080500581
973,0.0037841342041026564
974,6.5978989474719745
975,-0.12390952501304428
976,0.39972281059019554
977,1.0795867175091565
978,-0.30982141618520836
979,0.4216647108945245
980,-0.2600715532379863
981,2.0847534604388507
982,0.6755091922182743
983,-0.20097112633655248
984,5.570799531523006
985,-0.4039416192344228
986,2.6103076920404447
987,0.11163013537915494
988,0.3930192904173075
989,0.05890047923734889
990,0.7296318190650894
991,0.7378539117766754
992,-0.11652963197397866
993,1.56103349355153
994,0.3356479275986232
995,-0.4891773760037087
996,0.8402052500496169
997,0.9294028271665085
998,-0.28472598394246257
999,0.7150690541065764
1000,5.805134210592907
1001,4.64235156289908
1002,-0.8209588029313653
1003,-0.7326913246673892
1004,1.4979793129415706
1005,0.3930192904173075
1006,0.1895899769744967
1007,0.8701914716647375
1008,-0.4812157786331661
1009,0.968871730695149
1010,0.34456137260893593
1011,5.071297122494329
1012,5.140066949832576
1013,1.7262623186782426
1014,-0.19668454762458487
1015,4.009087317406513
1016,0.5968243318553661
1017,2.4394568104926964
1018,-0.04162271278541651
1019,0.4662127069963277
1020,-0.36999342393268786
1021,3.5053610999718012
1022,2.998417256337815
1023,0.2797964620149873
1024,-0.05002436158565099
1025,-0.45637882437588084
1026,0.27480925007624235
1027,0.37216835577424445
1028,-0.2678612365287745
1029,-0.35653038917986063
1030,4.845699359786066
1031,-0.26943896735167755
1032,-0.5514043188690646
1033,-0.8664343933829193
1034,-0.6300942046583881
1035,0.9705039371872193
1036,1.0790464738222152
1037,0.13803642291743312
1038,1.1477714912298642
1039,-0.5716951713174578
1040,3.2453163103211815
1041,6.500068681043913
1042,4.525514975243287
1043,0.4775636506197699
1044,1.88455222677017
1045,0.048306480727594546
1046,-0.7803941255952282
1047,-0.21670837049921116
1048,1.1274940281566477
1049,-0.03998838791230645
1050,1.817970954120225
1051,-0.753039078883029
1052,-0.06476868608682249
1053,0.08931144076796513
1054,1.8385117637602462
1055,6.700946711726038
1056,-0.8432682308985493
1057,0.13801347932615807
1058,2.8153207976670833
1059,1.6389351452843144
1060,1.0633332363721364
1061,1.1274940281566477
1062,-0.7928462431898955
1063,-0.6541661693084668
1064,-0.39904584612100247
1065,-0.4140921295690607
1066,0.08204792707523872
1067,4.877979772837901
1068,2.4028472783833807
1069,0.1563228545892201
1070,1.5318584036695824
1071,1.9404872358575602
1072,2.893064096366179
1073,3.5363338908122435
1074,0.72235015047336
1075,0.3447172098951251
1076,-0.026137942042633422
1077,1.6285185913262084
1078,-0.5496517175906094
1079,0.23977006113542718
1080,1.312386356177599
1081,-0.2129598385127868
1082,0.4092988103148074
1083,1.099292821400665
1084,1.1810962485519991
1085,3.5115214213758295
1086,6.065513828782721
1087,-0.48728568908188485
1088,0.2732154517934189
1089,-0.8028108814114832
1090,2.9223138252601055
1091,1.8527427544948227
1092,0.30783551801390346
1093,2.171626582064114
1094,1.623870819695985
1095,-0.25036071909856916
1096,0.9837002292740289
1097,-0.5624528568030797
1098,2.399410883839276
1099,-0.5043213202307271
1100,2.4187908574384522
1101,1.1788533605047653
1102,6.413543313233033
1103,1.2900595795602523
1104,5.838488017397173
1105,0.09279427313641463
1106,0.8638745894960945
1107,0.3906033746887023
1108,1.3375496462967622
1109,2.18075381449747
1110,3.915139979484474
1111,-0.10908698744590248
1112,0.35616672828722523
1113,2.652119445419336
1114,3.8613968725518997
1115,1.9404872358575602
1116,-0.19047764000248868
1117,-0.37138114063654637
1118,-0.38494035793955445
1119,-0.7252303010561932
1120,6.591990839290659
1121,1.589925580382109
1122,-0.04664780044733147
1123,0.4595232500792449
1124,1.5051748924412118
1125,1.1285631172898982
1126,0.843154504008008
1127,6.80640874754403
1128,-0.4857458179940694
1129,4.094999515256225
1130,0.7435634911357775
1131,0.6830309519274222
1132,6.286078267071954
1133,0.1941993621287604
1134,2.3198763327745127
1135,0.1760943872769755
1136,0.5486765059542493
1137,1.849824724131987
1138,-0.21485775681614735
1139,0.12282261916797615
1140,5.335994658845739
1141,-0.0699333233998884
1142,0.134318929144227
1143,-0.4029178471606638
1144,1.0516267801941594
1145,1.2269692728319588
1146,5.4715741486375915
1147,-0.41572440411881334
1148,1.8612025827606227
1149,5.067871084751694
1150,-0.8507042202990486
1151,0.19224017916158262
1152,0.8289262304778472
1153,3.675471029399545
1154,2.2402952987367706
1155,0.09737391236798315
1156,1.1369609768879914
1157,-0.11281482127650445
1158,5.858617233162926
1159,-0.038199947297033465
1160,1.3162643875784505
1161,0.32626557799031675
1162,0.402461232007259
1163,-0.3421076467352806
1164,0.5832752633657634
1165,0.23031680090601067
1166,0.4262756478896817
1167,0.4004607946118935
1168,-0.8112192643376448
1169,1.0826865082611041
1170,0.4695877404331919
1171,-0.29387539358596043
1172,0.3356479275986232
1173,1.2387814551489995
1174,1.8871466568919963
1175,0.5832752633657634
1176,0.9434742546882577
1177,5.830912827520398
1178,2.7744923566932504
1179,-0.11535698939389151
1180,4.721873040057787
1181,1.8520635055045254
1182,0.39818627437073034
1183,0.9343806893643667
1184,-0.6606267778590436
1185,0.034266184860283856
1186,0.7347880759974306
1187,1.8639320649422846
1188,6.402302184124653
1189,-0.3654423812593839
1190,0.8243733010107185
1191,0.3603646992289645
1192,0.7159943793312256
1193,-0.7493855197543908
1194,-0.7940437720525644
1195,-0.33811577577751406
1196,4.54624027664592
1197,0.7500796980272635
1198,0.3889953819037188
1199,1.9142046526335759
1200,-0.22410347626228683
1201,2.2602706859828743
1202,-0.46081733017888965
1203,-0.27788106387443146
1204,-0.13901414979401602
1205,0.9150198331477766
1206,5.2479199307536675
1207,3.3510830547082113
1208,0.8812779050899506
1209,0.06307057649944162
1210,1.3371024898636645
1211,6.72481202503051
1212,6.703516785899453
1213,0.855754365366524
1214,1.2159638740127274
1215,5.364997579173325
1216,2.051372566843996
1217,0.057222591787003806
1218,0.1527404928356567
1219,1.1524392463082986
1220,-0.4203572702033607
1221,-0.6576721161104899
1222,-0.752541275712855
1223,0.08171538130156623
1224,4.7891973154249055
1225,4.832909144614641
1226,-0.8155504167711789
1227,1.2361956356241999
1228,-0.5585634168560575
1229,-0.3960688133164266
1230,3.748706585460745
1231,-0.3907129767991693
1232,0.8947259560292266
1233,0.4555488219679034
1234,0.4645712542123968
1235,-0.7227842772484018
1236,2.7268628565287
1237,0.9150198331477766
1238,4.3287910456517045
1239,0.5850680733893707
1240,0.5541848249803922
1241,0.20960455657366628
1242,0.5255032204176191
